,Sentences,Sentiments
2870,"The decomposition, due to human intervention, of peatlands, a type of wetland that stores more carbon than all the world's forests combined, currently contributes approximately 5 per cent of annual global carbon emissions (established but incomplete). The thawing permafrost in boreal peatlands, agricultural conversion of some tropical peatlands and the transformation and loss of other peatlands are causing increased carbon emissions, infrastructure damage and wildfires. Protection and restoration of peatlands, including rewetting of drained peatlands, is an important climate change mitigation strategy. {9.6.2}",27
2871,"Innovative and integrated policy mixes are essential to manage interactions between water, food, energy, transport, climate change, human health and ecosystems. Good governance includes integrated water resource management, as illustrated by integrated flood risk management (established but incomplete), ecosystem-based approaches in subnational and transboundary basins (well established), circular economy and other approaches that promote sustainable consumption and production as one approach towards achieving sustainable development (established but incomplete) and substantive progress on decoupling water use from economic growth through increasing water efficiency (established but incomplete). Such approaches support improved land-use planning and cross- sectoral policy coordination between government departments (well established). {9.8, 9.9.4}",27
2872,"Social equity and gender equality remain key aspects for achieving Sustainable Development Goal 6 on fresh water (well established). Enhanced participatory processes will enable greater knowledge input from local and indigenous communities into decision-making (well established). Goal 6 can only be achieved by engaging the public, private and non-governmental sectors, civil society and local actors, and by taking into account other interlinked Sustainable Development Goals. {20.3, 9.10,16.4}",27
2873,Multilateral environmental agreements governing water resources and water-related ecosystem management and climate change can support the embedding of integrated water resource management in the rule of law through national and local legislation. Increased investment in the scope and rigour of standardized water data is essential to improve policy and governance for sound water management. {9.10},27
2874,,27
2875,2.2.6 Cross-cutting issues,27
2876,"Several issues cut across all environmental themes. Some, such as human health, gender, urbanization and education, relate to people and livelihoods; others, such as climate change, polar regions, mountains and environmental disasters, are concerned with changing environments; and yet others, such as the use of resources, solid waste disposal, energy, chemicals and the food system, reflect the use of resources and materials. Those topics all have Interdependent dynamics across environmental themes. People and livelihoods",27
2877,"Environmental and social conditions interact to both support and damage human health (well established). Poor environmental conditions which can be changed (""modifiable conditions"") cause approximately 25 per cent of global disease and mortality (established but incomplete). In 2015, environmental pollution caused some 9 million deaths (established but incomplete), In particular from outdoor and household air pollution, but also from contaminated water (well established). Environmental health effects take a particular toll on vulnerable or disadvantaged groups related to age (children and old people), Ill-health, poverty (within and between countries) and race (established but incomplete). The risks are systemic and solutions need to be wide- ranging, tackling not only sources of pollution, but also aiming for co-benefits (established but incomplete). Major changes may be needed, with ""Healthy Planet, Healthy People"" potentially being central to our understanding of genuine progress. {4.2.1}",27
2878,"The scale and magnitude of global consumption, especially in urban areas, is affecting global resource flows and planetary cycles. Cities and their surrounding areas will continue to grow in both population and size and to act as generators of economic growth (established but incomplete). The process and prospect of that urbanization represent an enormous challenge for existing subnational governance structures, but also provide an opportunity to Improve human well-being, with potentially decreasing environmental Impact per capita and per unit of production (inconclusive). Given the current pace of urbanization, seizing this opportunity for future benefits depends on planning decisions made today (well established). {4.2.5}",27
2879,"Gender equality has a multiplier effect in advancing sustainable development, environmental protection and social justice (well established). All aspects of the environment, Including drivers, pressures, Impacts, perceptions, policies and responses, are shaped by gender relations and mutually constituted considerations of gender norms and responsibilities, and they shape one another Bringing gender perspectives to bear on environmental policies and governance, especially by supporting participation, leadership and decision-making by women, ensures that new and different questions and viewpoints, as well as gender-disaggregated data, are Integrated Into environmental assessments (well established), and public resources are more likely to be directed towards human development priorities and Investments. Decreasing the gender gap In access to Information and technology can strengthen women's control over land and other resources. {4.2.3}",4
2880,"Education for sustainable development is essential for achieving the Sustainable Development Goals, promoting a more sustainable society and accommodating unavoidable environmental changes (well established). Significant progress has been made around the world In Implementing education for sustainable development In all educational sectors (well established). However, scaling It up Is essential so that It can be Included as a core element of education system structures globally (well established). Policies that eliminate economic and gender barriers will Improve access to education. Education for sustainable development can be scaled up by Informal and non-formal education, Including by the media. Community engagement and local (place-based) learning also have an Important role to play. {4.2.4}",4
2881,Changing environments,27
2882,"Climate change alters weather patterns, which in turn has a broad and deep impact on the environment, economics and society, threatening the livelihoods, health, water, food and energy security of populations (well established). In turn, that Increases poverty (well established), migration, forced displacement and conflict (established but incomplete), with particular Impact on populations In a vulnerable situation (well established). Negative effects are expected, even If the current warming Is halted; for example, If the goal of limiting warming to 1.5 degrees Celsius Is achieved, sea levels will still continue to rise. Those risks will be amplified under conditions of warming above the 1.5 degrees Celsius target established by the Paris Agreement (established). {4.3.1}",27
2883,"Increases in polar surface temperature are more than two times greater than the mean global temperature rise (well established). This amplified warming has cascading effects on other components of the polar climate system, with sea Ice In the Arctic retreating, permafrost thawing, snow cover extent decreasing, and Ice sheets, Ice shelves and mountain glaciers continuing to lose mass (well established). {4.3.2} In turn, those effects have global repercussions, such as accelerated global sea level rises and the disturbance of climate and weather patterns. The number of people affected by both slow and sudden-onset environmental disasters is increasing due to compounding effects of multiple and interacting drivers. Those drivers Include climate change and environmental degradation, poverty and social Inequality, demographic change and settlement patterns, Increasing population density In urban areas, unplanned urbanization, unsustainable use of natural resources, weak Institutional arrangements, and policies which do not take risks fully Into account. Disasters undermine human security and well-being, resulting In loss and damage to ecosystems, property, Infrastructure, livelihoods, economies and places of cultural significance, forcing millions of people to flee their homes each year Disasters disproportionately affect some of the more vulnerable populations, Including women. {4.2.2}",27
2884,,27
2885,,27
2886,Resources and materials,27
2887,"Consumption rates and linear activities (extract-make- use-dispose) have Increased resource exploitation beyond the recovery ability of ecological systems, with harmful consequences at all levels from the local to the global (established but incomplete). Globally, two out of every five people lack access to controlled waste disposal facilities. Inadequate and sometimes illegal practices include those related to food waste, e-waste, marine litter, waste trafficking and crime. Developed countries have policies in place to promote reduced waste and resource efficiency, while developing countries still face basic management challenges, such as uncontrolled dumping, open burning and inadequate access to services (well established). Sound policies for resource accounting and waste management in the context of broader sustainable consumption and production include a circular economy as one of the approaches to achieving sustainable development through reducing, reusing, remanufacturing and refurbishing products (■established but incomplete). {4.4.1}",27
2888,"Global energy consumption is expected to rise significantly during the period from 2014 to 2040 (by as much as 63 per cent, according to one estimate), much of which is attributed to expected consumption in countries that currently depend on fossil energy sources (very likely). Equity and gender Issues, such as universal access to Improved final energy services, are still a problem that Is far from being resolved. Despite the fast deployment and cost reduction of renewables and Improvements In efficiency, without further and effective, ambitious measures, energy-related greenhouse gas emissions will result In the Paris Agreement temperature targets being missed (very likely). {4.4.2}",27
2889,"Despite the many benefits brought to humanity, in this, the most chemical-intensive era in history, the pollution that is associated with chemicals poses a global problem, because toxic substances can spread to the most remote environments, including to receiving water systems worldwide (well established). Products In everyday use contain toxic compounds that Interfere with the health of humans, other species and the environment (well established). {4.3.3}",27
2890,,27
2891,"Multilateral environmental agreements and concerted national initiatives have made progress in addressing several of the most concerning chemicals. However, significant gaps in assessing and regulating harmful chemicals continue to exist, due, inter alia, to insufficient national legislation or enforcement to address associated risks and to missed innovation opportunities. Failure to address the risks posed by such chemicals can result in adverse impact on human health and the environment, with estimated costs amounting to hundreds of billions of US dollars (established but incomplete). Emerging Issues requiring more science-based Information, precaution, In accordance with International agreements (where applicable), and risk assessment and management Include endocrine disruption, widespread antibiotic resistance and the use of nanotechnology. Global chemical safety requires best management practice In all countries, Including the provision of access to Information and public awareness (well established). Regulations, assessment and monitoring, and Industry and consumer responsibility In Informing and substituting the use of chemicals of global concern with safer alternatives when technically and economically feasible are needed {4.3.3}. The food system, in response to growing and changing consumer demand, is increasing pressure on local ecosystems",27
2892,"and the global climate (well established). Agriculture Is the largest consumer of water and, when not sustainably managed, food production Is a major driver of biodiversity loss and polluter of air, fresh water and oceans, as well as a leading source of soil degradation and greenhouse gas emissions. Changing environmental conditions and consumption patterns are both Increasing such pressures and presenting new food security challenges, reflecting malnourlshment, Including In the form of overnourishment, as well as undernourishment. Providing nourishing and sustainable food for all, as envisaged In Sustainable Development Goal 2, remains challenged by climate change, natural resource constraints, demographic trends and national capacities, and necessitates significant changes In food production, distribution, storage, processing and consumption patterns (well established). {4.4.3}",27
2893,3 Effectiveness of environmental policies,27
2894,,27
2895,"Most countries have introduced environmental policies and established a governance structure for such policies, and there are now hundreds of multilateral environmental agreements in existence. Part B of GEO-6 addresses the question: ""How effective have these policy innovations and governance approaches been in addressing the problems and achieving the agreed targets?"" The analysis combines an evaluation of case studies on implemented policies with an indicator-based approach covering a diversity of policy approaches from various levels in the thematic areas of the report, including the following: {10.5,10.7}",27
2896,"❖ Provision of information: for example, access to data on air quality or coral reefs;",27
2897,"❖ Voluntary agreements: for example, voluntary reporting on the use of water, voluntary guidelines for sustainable soil management or standard-setting for best management practice and sustainability reporting;",27
2898,"❖ Economic incentives and market-based instruments: for example, free water allowances, individual transferable quotas for fishers, or payments for ecosystem services;",27
2899,"❖ Planning for the environment: for example, adaptive water management and urban biodiversity management;",27
2900,"❖ Promotion of innovation: for example, innovation for sustainable agriculture or financing for clean cookstoves;",27
2901,"❖ Regulatory approaches: for example, car exhaust emission standards or regulating wildlife trade through the Convention on International Trade in Endangered Species of Wild Fauna and Flora;",27
2902,"❖ Governance approaches that include communities, and private sector and civil society actors: for example, city actions to limit food waste or to promote community-based conservation. Indicators for the evaluation include, for example for air, annual mean PM25 concentrations (population-weighted), ozone- depleting substance emissions and long-lived greenhouse gas emissions. The indicators address a wide range of multilateral environmental agreements and Sustainable Development Goals. There has been innovation in environmental policies and instruments to reduce emissions and resource depletion (well established). There is no single superior approach that addresses the wide variety of barriers to sustainable development and that is applicable in all contexts. A diversity of approaches and innovation in policymaking is justified. {10.3}",27
2903,"Policy design is at least as important as the choice of policy instrument for policy effectiveness (well established). Common elements of good policy design include the following: (i) setting a long-term vision through inclusive, participatory design processes; (ii) establishing a baseline of environmental conditions, quantified science-based targets and milestones; (iii) effectively integrating environmental, social and economic concerns; (iv) conducting ex ante and ex post cost-benefit or cost-effectiveness analysis to ensure that public and private funds are being used with optimal efficiency and effectiveness and that social aspects are being considered in sufficient detail; (v) building-in monitoring regimes during implementation that support adaptive policies, ideally involving affected stakeholders; and (vi) conducting postintervention evaluation of policy outcomes and impacts to close the loop for future policy design improvement. {11.2.3}",27
2904,"In many cases, environmental policymaking does not meet the suggested criteria for effective policies, meaning that it does not reach its full potential (established but incomplete). For example, in many cases neither ex ante nor ex post cost- effectiveness analysis of policy outcomes has been attempted, making success or failure difficult to evaluate, or clear and measurable targets are missing. {Chapter 18}",27
2905,"Policy innovation increasingly takes place in developing countries (established but incomplete). This includes market- based and regulatory approaches that provide environmental improvements while also meeting access rights for the poor. Examples exist of environmental policy instruments that provide access to natural resources and income for the poor, such as the provision of free water in South Africa and sustainable fisheries policies in Chile. {Chapters 12 to 17}",27
2906,"Environmental policymaking can become more dynamic through scaling-up over time (established but incomplete). Policies are revised and improved, based on experience; for example, by increasing the level of ambition or choosing more effective instruments. However, such ratcheting-up is not applied on a systematic basis. There are few policies which have policy feedback mechanisms built in; hence the potential of temporal dynamics is not fully exploited. In many cases, no baseline of existing environmental conditions, which would be necessary for ex post or ex ante evaluation, is established. {11.2.2}",27
2907,"Policy diffusion between countries is increasingly taking place (well established). Successful policies serve as role models for adoption in other countries when national circumstances, priorities, capabilities and legislation allow for it. Multilateral agreements and policy networks at the subnational level serve as catalysts for policy learning between countries. However, there are indications that policy diffusion takes place more often in the field of voluntary and innovation promotion, while market-based instruments or redistributive policies, such as the removal of environmentally harmful subsidies or regulatory approaches, are less often subject to policy diffusion. {11.2.1}",27
2908,"Multilevel governance is a source for policy innovation (well established) at the international level and multilateral environmental agreements support environmental policymaking at the national level to pursue related policies. Stakeholder participation in all phases of the policy cycle from design to implementation to monitoring and evaluation is crucial. At the subnational level, communities, cities and the private sector are all establishing their own policy approaches, which is also supportive for advancing policies at other levels. {11.4}",27
2909,"An integrated approach is key for effective policies (well established). The integration of environmental concerns into the various sectors of policymaking at all levels, including agriculture, fisheries, tourism, forestry, industry, manufacturing and processing, energy and mining, transport, infrastructure and health, is key for effective protection of the environment. Social and economic aspects require particular consideration when environmental policy is being developed. Similarly, a gender-integrative approach could support more effective and transformative environmental policies and interventions. {11.3}",4
2910,"There is no consistent consideration of environmental aspects in other sectors. Environmental aspects find consideration In other sectors when demonstrating economic and social co-benefits (established but incomplete). Tools for ex ante assessment can reveal potential co-benefits. For example, ""green investment"" of just 2 per cent of global gross domestic product would deliver long-term growth over the period from 2011 to 2050 that could be at least as high as an optimistic business-as- usual scenario, while minimizing the adverse impact of climate change, water scarcity and the loss of ecosystem services. Although analyses such as strategic environmental assessments, environmental impact assessments and assessments of natural resources are increasingly being carried out, their potential has not yet been fully exploited. Environmental integration is insufficient If there are no benefits to other sectors or If costs are Imposed on Influential groups while benefits are widely dispersed In society (well established). Departments of the environment are often too weak to enforce environmental policy Integration. Effective legal, procedural and Institutional mechanisms for environmental policy Integration are not widely applied or Implemented (well established). {11.3, 11.3.3}",27
2911,"An analysis of policy-related indicators shows that despite considerable innovation and effort in advancing environmental policies, the efforts and effects to date remain insufficient (well established). Existing policies have proven Insufficient to address the backlog of environmental problems, and policy gaps remain In the agenda areas of pollution control, efficiency Improvement and planning for the environment. Besides more ambitious and better-designed policies, urgent action Is needed, as resource depletion and growing emissions have a partially Irreversible Impact on ecosystems, human health and economic costs. {Chapters 12 to 17}",27
2912,"To pursue the 2030 Agenda for Sustainable Development and the Sustainable Development Goals and to achieve the internationally agreed environmental goals on pollution control, clean-up and efficiency improvements will not be sufficient (established but incomplete). Instead, transformative change, in the sense of reconfiguration of basic social and production systems and structures, Including their Institutional framework, social practices, cultural norms and values, Is necessary. Transformative change enables and combines visionary, strategic and Integrated policymaking with the enabling of bottom- up social, technological and Institutional Innovation and the systematic use of experience drawn from such experimentation. {Chapter 18}",27
2913,"Successful models of environmental governance should be built upon well-designed policies and their implementation, compliance and enforcement. Such models should pay close attention to early signals from science and society and ensure adequate oversight capacity and Investment In knowledge systems, such as data, Indicators, assessments, policy evaluation and sharing platforms. Greater Investment Is needed In environmental accounting systems to ensure that external costs are addressed and that processes are Incorporated that will Identify possible future risks, opportunities and conflicts. {Chapter 18}",27
2914,"Greater application of the precautionary approach, in accordance with international agreements (where applicable), can reduce environmental risk. Coalitions between government Institutions, businesses and civil society to agree on pathways for tackling societal risks can achieve progress, even In conditions of great uncertainty. Multilevel coordination between local and national policy levels will be Instrumental In accelerating the transition towards sustainable development models. {Chapter 18}",4
2915,,27
2916,,27
2917,4 Changing the path we are on,27
2918,"4.1 The need for urgent, sustained and inclusive action",27
2919,"Without additional policies, trends in environmental degradation are projected to continue at a rapid rate and the related Sustainable Development Goal targets and internationally agreed environmental goals are not expected to be achieved, including on climate change, biodiversity loss, water scarcity, excess nutrient run-off, land degradation and ocean acidification (well established). Current patterns of consumption, production and inequality are not sustainable, adding to other severe environmental pressures. Many environmental indicators are projected to move in the wrong direction. Projected population growth, urbanization trends and economic development will significantly increase demand for natural resources, such as food, energy and water, towards 2050. Under a business-as-usual scenario, resource efficiency in production and consumption, agricultural yields and nutrient use, water and energy efficiency are projected to increase, thereby partially offsetting demand for key environmental resources. However, such improvements will be inadequate to reduce the pressure on already-stressed environmental systems. {21.3.1–21.3.5}",27
2920,"Indicators related to human development are projected to improve, but trends are insufficient to meet related targets (established but incomplete). Improvements are projected on global hunger, and access to safe drinking water, adequate sanitation and modern energy services, but significant inequality of access remains, and those improvements are not expected to take effect quickly enough for many countries to achieve the related Sustainable Development Goal targets. Preventable environment-related health risk factors are projected to remain prominent in 2030. Related global child mortality is projected to decrease, but not sufficiently for many developing countries to achieve the related Development Goal target, in particular in sub- Saharan Africa. Furthermore, air pollution is expected to continue to contribute to millions of premature deaths in the coming decades. {21.3.2, 21.3.3, 21.3.4, 21.3.6}",27
2921,"Overall, the world is not on track to achieve the environmental dimension of the 2030 Agenda for Sustainable Development and internationally agreed environmental goals by 2050. Urgent action is now needed to reverse those trends and restore both environmental and human health to the planet (established but incomplete). Future projections show that development is either too slow to achieve the targets or even that it moves in the wrong direction (see figure SPM.8). Continuing failure to take urgent action is leading to ongoing and further potentially irreversible adverse impact, including on critical environmental resources and human health. {Section 2.2} Current patterns of consumption and production may be more expensive in the long term for many countries, as it often costs more to clean up later than it does to prevent damage now, added to which cleaning up later may not always be possible. For example, a further delay in climate action increases the cost of achieving the goals of the Paris Agreement, and at some point will make it impossible to achieve them. {21.3.3, 21.4, 24.4}",27
2922,4.2 Transformative change and an integrated approach are needed,27
2923,"Pathways exist that show that the healthy planet needed for sustainable development can be achieved (established but incomplete). The literature includes many scenarios that provide information on the ways in which the Sustainable Development Goals, multilateral environmental agreements and related internationally agreed environmental goals can be achieved. Those pathways emphasize a number of key transitions in moving towards a healthy planet. They are associated with achieving sustainable consumption and production patterns for energy, food and water in order to provide universal access to those resources, while preventing climate change, air pollution, land degradation, loss of biodiversity, water scarcity, and overexploitation and pollution of oceans. They include changes in lifestyle, consumption preferences and consumer behaviour on the one hand, and cleaner production processes, resource efficiency and decoupling, corporate responsibility and compliance on the other hand. {22.3}",27
2924,"Transformative changes are needed to meet the Sustainable Development Goals, multilateral environmental agreements and related internationally agreed environmental goals. They go beyond what can be achieved by environmental policies alone (established but incomplete). The rate of change in the pathways indicates that incremental environmental policies alone will not suffice. A mix of social and technological improvements and innovations is required, facilitated by effective policy measures and cooperation on a scale from the local to the international. {22.4.1}",27
2925,"Meeting the targets related to climate change, reducing air pollution and providing sustainable energy for all is possible. Measures can be combined in different ways but need to be implemented rapidly and at an unprecedented scale (well established). It involves investment in energy access, enhancing the development and implementation of energy-efficiency improvements, lifestyle changes, a more rapid introduction of low greenhouse gas-emission technologies (including sustainable and eguitably-produced bioenergy, hydropower, solar, wind and carbon-capture-and-storage), air pollution control and reducing emissions and increasing removals from land use and land-use change and forestry of anthropogenic greenhouse gas emissions (including non-C02 greenhouse gas emissions from agriculture). Pathways consistent with the Paris Agreement are characterized by a reduction of carbon intensity in the global economy of 4 to 6 per cent per annum between now and 2050 (compared with 1 to 2 per cent per annum historically), which would reduce energy system greenhouse gas emissions to almost zero by 2050. {22.3.2}",27
2926,"Eliminating hunger, preventing biodiversity loss and halting land degradation is possible by combining measures related to consumption, production, waste and redistribution of food, and nature conservation policies (established but incomplete). Scenarios achieving those social and environmental targets are typically characterized by a 50 per cent faster improvement in agricultural yields than a business-as-usual scenario, but depend heavily on changes on the consumption side and improvements in food distribution. Plaiting biodiversity loss would also require measures related to landscape management and protected areas. Ecological infrastructure can buffer farmers and rural and urban communities against climate shocks such as droughts and floods, mitigate water pollution and increase water supply, while at the same time protecting biodiversity. Sustainable agriculture also requires a reduction in the nitrogen and phosphorus imbalance to reduce pollution of freshwater systems, groundwater and coastal zones in oceans. Reducing water scarcity requires more efficient water use, increasing water storage and investing in desalination. Ambitious scenarios in the literature typically show higher water- use efficiency rates than in business-as-usual scenarios, but still fail to reach full water security. {22.3.1,22.3.3, 22.3.4}",27
2927,"Synergies exist between specific measures and a broad range of sustainability targets, including measures related to education, promoting sustainable consumption, specifically a healthy diet and reducing air pollution (well established). Improved education, especially for women and girls, has a particularly strong connection with health outcomes, economic growth, reduced poverty and better environmental management. Meat products require more land than crops (see figure SPM.4). Therefore, promoting sustainable and healthy diets, reducing food waste in both developing and developed countries, and adopting sustainable agricultural practices would contribute towards meeting the nutritional needs of the 9-10 billion people projected to be on the planet in 2050. In doing so, synergies could be realized between improving health and nutrition, while reducing biodiversity loss, advancing habitat restoration and preventing land degradation and water scarcity. Phasing out the use of fossil fuels and moving towards lower-carbon-emission fuels, including sustainable bioenergy, would lead to important cobenefits, achieving both climate and air-quality targets, the latter also having synergies with improving human health, increasing agricultural production and reducing biodiversity loss. {22.4.2}",27
2928,"There are also potential trade-offs between achieving different sustainability targets. Land-based climate change mitigation, namely bioenergy crop production, and agricultural intensification are key measures for achieving climate and food targets respectively, but could have significant detrimental effects on other environmental targets if not managed carefully (well established). While nearly all scenarios consistent with the Paris Agreement rely on land-based mitigation measures, their use increases demand for land and could thus have a potentially massive influence on land-use patterns and eventually lead to higher food prices, which would in turn affect food security. Increasing agricultural yields would improve overall food availability and reduce pressure on natural land. Applying unsustainable agriculture practices could lead to land degradation, hypoxia, harmful algal blooms, biodiversity loss and an increase in greenhouse gas emissions. {22.4.2}",27
2929,,27
2930,Understanding the interlinkage between measures and targets is crucial for synergistic implementation and policy coherence,4
2931,(well established). Integrated approaches would enable synergies to be grasped and potential trade-offs to be dealt with so that environmental targets could be achieved simultaneously. {22.4.2},27
2932,4.3 Innovation for systemic transformation to achieve environmental goals,27
2933,"Coordinated and ambitious policy coupled with social and technological innovation, could enable the achievement of the Sustainable Development Goals, related multilateral environmental agreements and internationally agreed environmental goals (established, but incomplete). Transformative pathways to sustainable development reguire the following:",27
2934,(i) vision to guide systemic innovation towards sustainability;,27
2935,"(ii) social and policy innovation; (iii) phasing-out of unsustainable practices; (iv) policy experimentation; and (v) engaging and enabling diverse actors, including local and indigenous people. Integrated approaches can help to deal with the synergies and potential trade-offs between the various policies and measures. A vision for sustainable development and leadership can energize popular support. Examples of integrated policies for achieving sustainability goals include providing economic incentives, including the removal of environmentally harmful subsidies, improving price structures and introducing taxes to internalize social and environmental costs. {24.3}",27
2936,"Transformative projects and innovative solutions exist that could collectively help in achieving the Sustainable Development Goals, the aims of multilateral environmental agreements and internationally agreed environmental goals (unresolved). Social, policy and technological innovation is needed. At the local level, many transformative projects and innovative solutions already exist that could be scaled appropriately. Reviewing bottom-up initiatives reveals ideas, actions and programmes that seek to achieve the Sustainable Development Goals and involve a wide range of public and private stakeholders, including the following: (i) nature-based solutions, including those that draw on indigenous knowledge, such as ecological infrastructure and ecological restoration; (ii) monitoring and reporting innovations, including Earth observation systems, for better information on environmental conditions, citizen science initiatives that involve citizens in environmental monitoring and which involve decentralization of technologies to educate and engage citizens (for example, web applications that allow citizens to monitor water quality and report problems to relevant government agencies), and natural capital accounting that integrates economic, social and environmental components;",27
2937,"(iii) circular and sharing economy innovations that involve the increased efficiency of resource use, specifically through new business models that better engage with waste products of other production processes and innovations related to the peer-to-peer sharing of goods and services; (iv) innovations and policies that help to reduce toxic substances and solid waste, including plastic waste; (v) improving public awareness and building relevant skills through sustainability and environmental education; (vi) an emphasis on gender equality, the empowerment of women and solutions that promote the fair treatment of all, from the local level to the global arena; and (vii) smart, sustainable cities that, for example, use modern digital technologies to engage and connect with citizens in addressing key sustainability challenges for cities, such as transportation, consumption patterns, energy, nutrition, water and waste management. {17.7, 23.11.1}",27
2938,,27
2939,"Financial investment and engagement of individuals, businesses and other non-governmental stakeholders are critical to the achievement of this agenda (established, but incomplete). Unsustainable products and industrial processes could be phased out by introducing the following: (i) new regulatory mechanisms setting standards (for example, securing land tenure rights); (ii) financial mechanisms to boost sustainability investment (for example, on rural electrification), improve chemical use efficiency and minimize harmful chemicals, and to account for both market and non-market risks and impact;",27
2940,"(iii) environmental education and education for sustainable development to enhance awareness and competencies for sustainability-driven consumer choices, entrepreneurship, greater corporate social responsibility and promoting viable business models; (iv) exploration and promotion of pathways that provide opportunities for all stakeholders to participate in a well-being economy; (v) overcoming the inertia of existing unsustainable technologies and vested interests and (vi) economic instruments that set a price on pollution. {23.11,24.3}",27
2941,"Transformative change requires adaptive policy, the creation of an enabling environment for niche innovations and the removal of barriers to change (established, but incomplete). Political, institutional and lifestyle changes can enable a sustainable and inclusive transition to environmental sustainability. Local- scale policy experiments provide space for policy tailoring and innovation that is closely monitored, and also allow for the inclusion of systems of local and indigenous knowledge for improved environmental management. Redress for environmental degradation through legal mechanisms such as access to courts and justice also provide an important mechanism for ensuring inclusive access to a clean and healthy environment for all. {23.11,24.2}",4
2942,"Participatory approaches can help decision-makers and non-State actors to identify and pursue innovative solutions towards sustainability (established but incomplete). Participatory and grassroots approaches could provide a useful set of initiatives and aspirational visions, pathways and solutions from stakeholders to achieve the Sustainable Development Goals and multilateral environmental agreements. That includes inclusive innovation, in which power and decision-making is relatively decentralized and externalities are internalized. Furthermore, such approaches can highlight gaps and blind spots in distributional equity, responsibility and capacity to address global environmental problems and their solutions. Participatory approaches can help to deliver context-relevant solutions. For example, decentralized renewable energy and microgrids fit neatly into many bottom-up sustainable visions that challenge traditionally modelled large- scale, centralized energy transitions. Accounting for regional differences, gender and other demographics are important for assessing and addressing problems, including the need for disaggregated data. Sustainable Development Goal policy design and implementation requires alignment of the collective wellbeing of actors from the local to other levels, taking into account in particular the needs of the vulnerable and most marginalized in society. Information and communications technology can drive change, if risks such as privacy are minimized. {23.9.2, 23.14, 24.3.5}",27
2943,"Strengthened international cooperation, including support to least developed countries, is needed to tackle this agenda (well established). International cooperation and support, coupled with financial commitment and international funding, are critical If this agenda Is to be achieved. Effective governance solutions to improve multilevel and multi-country cooperation and harmonization across scales include improved management of interdependencies to reduce Interregional inequalities. Bilateral, plurilateral and multilateral environmental treaties are important governance mechanisms for achieving inclusive and sustainable development across knowledge systems. {11.4,19.1,23, 14}",27
2944,4.4 The benefits that will result from following more sustainable future pathways,27
2945,"Investments in policies that address environmental issues promote human health and well-being, prosperity and resilient societies (well established). Mobilizing financial resources for sustainable development Is necessary to resolve environmental problems and ensure environmental protection, especially In developing countries. Sustainable future pathways are intended to create a ""healthy planet, healthy people"". A healthy planet will result In people who live longer, healthier lives: nearly one quarter of all deaths globally in 2012 could be attributed to modifiable environmental risks, with a greater portion occurring in populations In a vulnerable situation and in developing countries. Achieving the Sustainable Development Goal targets on hunger, access to safe drinking water and sanitation and modern energy services could reduce deaths in children under 5 related to malnutrition, diarrhoea and lower respiratory infections by more than 400,000 per year by 2030. Furthermore, air pollution is the largest environmental health risk and is projected to continue to have significant negative effects on health, with scenario studies estimating between 4.5 million and 7 million premature deaths by mid-century under a business-as-usual scenario. Combined climate and air pollution policies could reduce those numbers significantly. {5.4.1, 21.3.3, 21.3.6, 22.3.2, 22.3.5, 23.12, 24.4}",27
2946,"Improved health outcomes have significant economic benefits (through a larger and healthier labour force), as well as demographic implications (established but incomplete). The health co-benefits of reducing greenhouse gas emissions and air pollutants can outweigh the costs of mitigation. For example, global health savings for reaching a 2 degrees Celsius target are estimated to be approximately US$54 trillion, compared with global policy costs of approximately US$22 trillion. Decreased child and maternal mortality, especially when combined with female education and access to sexual and reproductive health services, Including modern contraception, is likely to lead to lower fertility rates in the longer term, curbing population growth, one of the major drivers of environmental degradation, thus highlighting the fact that healthy people can also support a healthy planet. {2.3, 22.3.5, 24.4}",4
2947,,27
2948,5. Knowledge for action,27
2949,,27
2950,,27
2951,,27
2952,5.1 Improved data and greater knowledge enable better and more effective actions and solutions in more places,27
2953,"Though actions must be undertaken on the basis of the knowledge already at hand, the world needs openly accessible data, information, analysis, knowledge and science to better inform and guide what needs to be done to achieve sustainability across all environmental dimensions (established but incomplete). Achieving the Sustainable Development Goals, multilateral environmental agreements, internationally agreed environmental goals and science-based targets will require an integrated approach that considers linkage across different environmental and non-environmental components, building upon disaggregated data generation and incorporating traditional knowledge and citizen science. Achievement of the Sustainable Development Goals and targets needs to be followed up upon and reviewed, using the global indicators, complemented by indicators at the national and regional levels, and work is needed to develop the baselines for those targets for which national and global baseline data do not yet exist. Integrated data and analysis can prioritize needs, shape effective policies and strengthen monitoring and evaluation outcomes. {3.1,25.1}",27
