,Sentences,Sentiments
2216,"international carbon    ecosystem services and biodiversity conservation, with a focus on the preservation of",27
2217,"market prices6      genetic resources, species at risk of extinction, and important ecosystems.” Preserving",27
2218,"genetic diversity and safeguarding species at risk of extinction are worthy goals,",4
2219,however neither is an example of ecosystem-based adaptation without any reference to,27
2220,"reducing human vulnerability. Other commitments could be interpreted as ecosystem-based adaptation, but without",27
2221,"additional information, it was impossible to be certain. For example, as one of its many",27
2222,"adaptation contributions, Sao Tome and Principe plans to “increase the resilience",27
2223,"to erosion and maritime, river and storm flooding of coastal areas through improved",27
2224,Coastal Protection for vulnerable communities.” There is no additional information,27
2225,"about whether the country plans to use hard engineering, such as sea walls or other",27
2226,"barriers, or ecosystem-based approaches to protect coastal communities. Argentina states that its “priority activities to reduce vulnerability [include]",27
2227,"strengthening of initiatives that support the recovery and rehabilitation of lands,",27
2228,"including ecosystem-based adaptation.” Without additional information, is it difficult",27
2229,to determine whether Argentina plans to use ecosystem-based adaptation measures to,27
2230,"help people or intends to help ecosystems themselves adapt. Overall, Parties could strengthen their NDCs with more specifics on why they are taking",27
2231,particular actions and for whom. Which groups are at risk? What sorts of climate,7
2232,,27
2233,22                                                                                                                                                                                                                                     23,27
2234,DISCUSSION AND RECOMMENDATIONS,27
2235,,27
2236,,27
2237,hazards do they face? How can protected areas help these groups adapt? Adaptation         5. Commit to managing protected and other,27
2238,actions and nature-based approaches can be better articulated by answering four           conserved areas for current and anticipated climate,27
2239,guiding climate resilience questions. risks to ecosystems and biodiversity while calling,27
2240,•,27
2241,"Resilience of what (water supplies, cattle, a species, crops, property)? attention to the need for increased technical",27
2242,•,27
2243,"Resilience to what (specific climate change hazards such as increased drought,      and financial support to improve protected area",27
2244,"heat waves, storms, shifting seasons)? management in the face of rapid change. •",27
2245,"Resilience for whom (farmers, women, property owners)? •",27
2246,"Resilience through what (ecosystems services from protected areas, rainwater        Key conservation strategies such as those involving protected areas—which were",27
2247,"harvesting, migration corridors)? designed to reduce the extent of anthropogenic threats to biodiversity—are unlikely",27
2248,to provide refuge from the expected effects of climate change. Protected areas within,27
2249,Jordan is an example of a country whose commitment would be strengthened with             biodiversity hotspots will experience unprecedented climates along with unprotected,27
2250,greater specificity. Its NDC states Jordan’s intention to enhance “the resilience of      hotspot areas. local communities impacted by climate change in areas within and surrounding PAs,27
2251,(including community-based pilot adaptation projects).” This statement includes           As Parties increase climate change ambition by using important ecosystem services,27
2252,"specific target populations (people in and around protected areas), but it does not       provided by protected and other conserved areas, governments should acknowledge",27
2253,"mention the climate change hazards these people are facing, nor how ecosystem             known and anticipated climate change risks to biodiversity and manage them to ensure",27
2254,,27
2255,,27
2256,2ºc,27
2257,services from protected areas can help them to adapt. continued delivery of carbon sequestration and adaptation services. Every country,27
2258,should update their protected area management plans to include consideration of,27
2259,climate change risk. Management plans should reference specific climate change,27
2260,WARMING                                                                                                           risks and hazards and climate-adaptive measures should be informed by the best,27
2261,"4. Integrate the carbon sequestration benefits of                                         available science. Climate-informed protected area management, a new frontier for",27
2262,Approximately 13%,27
2263,"of the planet’s land        protected and other conserved areas into climate change                                   conservationists, will require increased financial and technical support, particularly in",27
2264,area is projected to        mitigation targets. in the developing world10. undergo biome shifts,27
2265,at 2°C of warming          The world’s protected areas store vast amounts of carbon that are critical to climate     This review of current NDCs shows that climate change risks to nature are not being,27
2266,"and about 7% at           change mitigation. While 67 countries include protected areas in their NDCs, very few     fully considered. Although many NDCs include actions that claim to “increase the",27
2267,"1.5°C. referenced the value they can play in sequestering carbon and avoiding emissions. adaptive capacity” or “increase the resilience” of protected areas, many actions",27
2268,"Furthermore, a previous WWF analysis of forest sector commitments in NDCs found           described are traditional conservation approaches, and are not specifically designed",27
2269,"insufficient accounting of emissions removals via the land use, land-use change, and      to facilitate necessary and unavoidable change as species and ecosystems adapt to the",27
2270,"forestry16. changing climate. For example, Ethiopia plans to “enhance the adaptive capacity of",27
2271,ecosystems through an ecosystem rehabilitation approach in the highlands.” Although,27
2272,Estimates for Bolivia show that the country’s protected areas currently store about,27
2273,745 million tons of carbon dioxide—the equivalent of $3.7-14.9 billion US dollars at,27
2274,international carbon market prices6. While the country’s NDC briefly refers to the,27
2275,"carbon capture potential of ecosystems, it does not mention protected areas explicitly. Similarly, Mexico’s protected areas store an estimated 2.2 billion tons of carbon",27
2276,dioxide (worth more than $34 billion US dollars)6. While its NDC states an intent to,27
2277,“increase carbon capture [through the] conservation and recovery of coastal and marine,27
2278,"ecosystems such as coral reefs, mangroves, sea grass, and dunes,” Mexico makes no",27
2279,mention of carbon sequestration by the country’s protected areas. Given the potential that protected and other conserved areas can play in sequestering,27
2280,"carbon and avoiding emissions, Parties are encouraged to enhance their climate change",27
2281,"mitigation ambition by incorporating the role of protected areas in their revised NDCs,",27
2282,with specific areas and targets justified by rigorous data analysis. 24                                                                                                                                                                                                             25,27
2283,DISCUSSION AND RECOMMENDATIONS,27
2284,,27
2285,,27
2286,there may be instances where a traditional approach to restoration or rehabilitation,27
2287,"may increase ecological resilience, adaptation strategies must be based on climate risk",27
2288,information. Countries must adopt a forward-looking perspective that moves beyond,27
2289,CONCLUSION,27
2290,"restoring past conditions and actively manages protected areas for change. An illustration of climate-informed conservation comes from Kutai National Park,",27
2291,"Indonesia, where climate change projections indicate a high likelihood of increased       For the past century, protected areas and other conserved areas such as",27
2292,"temperatures, which are likely to exacerbate drought conditions and lead to more          indigenous and community conserved areas and natural sacred areas have",27
2293,"frequent wildfires17. To help manage this risk, researchers in Kutai National Park        been the primary vehicle for biodiversity conservation. In the era of climate",27
2294,"evaluated 250 different tree species to determine those most resilient to changes in      change, protected areas take on new roles by helping the world mitigate the",27
2295,climate. Reforestation efforts are now underway using two tree species identified as      pace and extent of global warming and reducing vulnerability to the adverse,27
2296,most resilient to fire events17. effects of increased climate variability and longer-term stressors. Revisions to,27
2297,"There are examples where countries are managing climate risks to nature but do not        Nationally Determined Contributions to the UNFCCC Paris Agreement, provide",27
2298,mention this in their NDCs. Pakistan’s National Biodiversity Strategy and Action          an important opportunity to increase climate ambitions while highlighting the,27
2299,"Plan states that “with respect to forestry, the National Climate Change Policy outlines   role of protected and other conserved areas in contributing to global mitigation",27
2300,the need to restore and enhance Pakistan’s forest cover under sustainable forest          and adaptation targets. management to withstand present and probable future impacts of climate change”18. This review of 151 NDCs covering 179 countries identified Parties’ strengths in,27
2301,"While this statement does not mention protected areas specifically, actively managing",27
2302,utilizing protected and other conserved areas to contribute to their own adaptation,27
2303,forests for future climate risks could easily be expanded to include protected areas. and mitigation goals—even as it revealed significant gaps. Developing countries have,27
2304,Pakistan does not include this language in its NDC. taken the lead in recognizing the value of protected and conserved areas when it comes,27
2305,Planning for change to ecosystems is vital for the success of nature-based climate        to meeting the climate change commitments within their NDCs. Developed nations,27
2306,"change mitigation solutions. Although some countries mention the mitigation benefits      can assist these countries by providing technical and financial support, even as they",27
2307,"that protected areas can provide, no NDC considers or proposes managing the risk          strengthen their own NDCs by communicating existing efforts or plans to incorporate",27
2308,that climate change itself may undermine the sequestration potential of natural           protected and conserved areas in achieving climate change targets. All nations must,27
2309,"systems due to the increasing severity and frequency of fires, droughts, pest outbreaks   acknowledge and manage the threats that climate change poses to nature and protected",27
2310,and other hazards. Although impacts on forests and other ecosystems important for         areas to ensure continued delivery of critical carbon sequestration and adaptation,27
2311,"carbon sequestration can be significantly reduced if the Paris Agreement’s temperature    benefits. stabilization target is achieved, these impacts cannot be eliminated entirely. By adopting any or all of the five recommendations emerging from this analysis, Parties",27
2312,Approximately 13% of the planet’s land area is projected to undergo biome shifts at 2°C   can not only strengthen their contributions to the UNFCCC but also create synergies in,27
2313,"of warming and about 7% at 1.5°C. At 2°C warming, 16% of plant species are projected      meeting commitments to the United Nations Sustainable Development Goals and the",27
2314,"to lose more than half of their climatically determined geographic range, while 8% will   Convention on Biological Diversity. By doing so, we can help people and nature find a",27
2315,"meet this fate at 1.5°C warming8. Changes to ecosystems that provide climate change       safer, more resilient path forward in a rapidly changing world. mitigation benefits must be considered in management of natural areas and in how",27
2316,nature-based mitigation benefits are incorporated into NDC targets. The same is true for ecosystem-based adaptation. One challenge facing EbA is,27
2317,"identifying limits and thresholds for EbA’s delivery of adaptation beneﬁts, and the",27
2318,extent to which ecosystems can provide services in a changing climate19. If climate,27
2319,"change risks on ecosystems are not considered and managed, the benefits ecosystems",27
2320,"provide in reducing people’s vulnerability may be short-lived. Given these challenges, Parties are encouraged to consider climate change risks",27
2321,to nature and adopt climate-adaptive measures to manage them. These measures,27
2322,should be included in revised NDCs as well as national commitments to other global,27
2323,conventions. 26                                                                                                                                                                                                          27,27
2324,GLOSSARY                                                                                      represent a progression compared to the previous NDC and reflect its highest possible,27
2325,ambition. All Parties are requested to submit the next round of NDCs (new NDCs or,27
2326,"updated NDCs) by 2020 and every five years thereafter (e.g. by 2020, 2025, 2030),",27
2327,regardless of their respective implementation time frames. (UNFCCC),27
2328,,27
2329,"Nature-based solutions: Actions to protect, sustainably manage, and restore natural",27
2330,"Adaptation: In human systems, the process of adjustment to actual or expected                 or modified ecosystems, that address societal challenges effectively and adaptively,",27
2331,"climate and its effects, in order to moderate harm or exploit beneficial opportunities. simultaneously providing human well-being and biodiversity benefits. (IUCN)",27
2332,"In natural systems, the process of adjustment to actual climate and its effects; human",27
2333,intervention may facilitate adjustment to expected climate. (Intergovernmental Panel          Other conserved areas: In this report “other conserved areas” is used as a proxy,27
2334,on Climate Change)                                                                            for “Other Effective Area-based Conservation Measures” which is defined as “a,27
2335,"geographically defined area other than a Protected Area, which is governed and",27
2336,"Adaptive capacity: The combination of the strengths, attributes, and resources                managed in ways that achieve positive and sustained long-term outcomes for the",27
2337,"available to an individual, community, society, or organization that can be used to           in situ conservation of biodiversity, with associated ecosystem functions and services",27
2338,"prepare for and undertake actions to reduce adverse impacts, moderate harm, or                and where applicable, cultural, spiritual, socio—economic, and other locally relevant",27
2339,exploit beneficial opportunities. (Intergovernmental Panel on Climate Change)                 values.” (CBD),27
2340,,27
2341,"Carbon sequestration: The process of capturing and storing atmospheric carbon                 Paris Agreement: At COP 21 in Paris, on 12 December 2015, Parties to the UNFCCC",27
2342,dioxide. It is one method of reducing the amount of carbon dioxide in the atmosphere          reached a landmark agreement to combat climate change and to accelerate and,27
2343,with the goal of reducing global climate change. (USGS)                                       intensify the actions and investments needed for a sustainable low carbon future. The,27
2344,Paris Agreement’s central aim is to strengthen the global response to the threat of,27
2345,Convention on Biological Diversity (CBD): The Convention on Biological,27
2346,climate change by keeping a global temperature rise this century well below 2 degrees,27
2347,Diversity (CBD) entered into force on 29 December 1993. It has 3 main objectives: The,27
2348,Celsius above pre-industrial levels and to pursue efforts to limit the temperature,27
2349,conservation of biological diversity; The sustainable use of the components of biological,27
2350,increase even further to 1.5 degrees Celsius. The Paris Agreement requires all Parties,27
2351,diversity; The fair and equitable sharing of the benefits arising out of the utilization,27
2352,to put forward their best efforts through “nationally determined contributions” (NDCs),27
2353,of genetic resources. The CBD was inspired by the world community’s growing,27
2354,and to strengthen these efforts in the years ahead. (UNFCCC),27
2355,commitment to sustainable development. It represents a dramatic step forward in the,4
2356,"conservation of biological diversity, the sustainable use of its components, and the fair     Protected area: A clearly defined geographical space, recognized, dedicated and",27
2357,"and equitable sharing of benefits arising from the use of genetic resources. (CBD)            managed, through legal or other effective means, to achieve the long-term conservation",27
2358,of nature with associated ecosystem services and cultural values. (IUCN),27
2359,Ecosystem-based adaptation (EbA): Incorporates biodiversity and ecosystem,27
2360,services into an overall adaptation strategy to help people to adapt to the adverse effects   REDD+: Reducing emissions from deforestation and forest degradation in developing,27
2361,of climate change. (Convention on Biological Diversity)                                       countries (REDD+) is a climate change mitigation solution developed by the Parties to,27
2362,the UNFCCC. REDD+ incentivizes developing countries to keep their forests standing,27
2363,"Ecosystem services: The benefits people obtain from ecosystems, which have been",27
2364,by offering results-based payments for actions to reduce or remove forest carbon,27
2365,"classified by the Millennium Ecosystem Assessment as: Supporting services, such as",27
2366,emissions. (UNFCCC),27
2367,"seed dispersal and soil formation; regulating services, such as carbon sequestration,",27
2368,"climate regulation, water regulation and filtration, and pest control; provisioning           Resilience: The ability of a social-ecological system to absorb and recover from shocks",27
2369,"services, such as supply of food, fiber, timber and water; and cultural services, such as     and disturbances, maintain functionality and services by adapting to chronic stressors,",27
2370,"recreational experiences, education and spiritual enrichment (Millennium Ecosystem            and transform when necessary (WWF)",27
2371,Assessment 2005),27
2372,Small Island Developing States (SIDS): A distinct group of developing countries,27
2373,"Least developed country (LDC): A country that exhibits the lowest indicators of               facing specific social, economic and environmental vulnerabilities. SIDS tend to",27
2374,"socioeconomic development, with the lowest Human Development Index ratings of all             confront similar constraints in their sustainable development efforts, such as a narrow",27
2375,countries in the world. (United Nations Economic Analysis & Policy Division)                  resource base depriving them of the benefits of economies of scale; small domestic,27
2376,markets and heavy dependence on a few external and remote markets; high costs for,27
2377,Mitigation (of climate change): A human intervention to reduce the sources or,27
2378,"energy, infrastructure, transportation, communication and servicing; long distances",27
2379,enhance the sinks of greenhouse gases. (Intergovernmental Panel on Climate Change),27
2380,from export markets and import resources; low and irregular international traffic,27
2381,Nationally Determined Contributions (NDCs): The Paris Agreement requests                      volumes; little resilience to natural disasters; growing populations; high volatility of,27
2382,"each country to outline and communicate their post-2020 climate actions, known as             economic growth; limited opportunities for the private sector and a proportionately",27
2383,their NDCs. NDCs are submitted every five years to the UNFCCC secretariat. In order to        large reliance of their economies on their public sector; and fragile natural,27
2384,enhance the ambition over time the Paris Agreement provide that successive NDCs will          environments. (United Nations),27
2385,,27
2386,28                                                                                                                                                                                          29,27
2387,GLOSSARY,27
2388,,27
2389,,27
2390,United Nations Sustainable Development Goals (SDGs): The Sustainable,27
2391,Development Goals are the blueprint to achieve a better and more sustainable future,8
2392,"for all. They address the global challenges we face, including those related to poverty,",4
2393,APPENDICES,27
2394,"inequality, climate, environmental degradation, prosperity, and peace and justice. The",27
2395,"Goals interconnect and in order to leave no one behind, it is important that we achieve",4
2396,each Goal and target by 2030. (United Nations),27
2397,Appendix 1: Results by Country,27
2398,United Nations Framework Convention on Climate Change (UNFCCC):,27
2399,"The UNFCCC entered into force on 21 March 1994. Today, it has near-universal                                        The following table provides a summary of results of this analysis by country. membership. The 197 countries that have ratified the Convention are called Parties to                               Only countries with NDCs reviewed in this study are included. Closed circles",27
2400,the Convention. The ultimate objective of the Convention is to stabilize greenhouse                                 ( ● ) indicate that the response includes a specific reference to protected,27
2401,gas concentrations “at a level that would prevent dangerous anthropogenic (human                                    areas or other conserved areas and that the country received full credit for,27
2402,induced) interference with the climate system.” It states that “such a level should                                 a question. Open circles ( ● ) indicate that the entry includes a reference to,27
2403,"be achieved within a time-frame sufficient to allow ecosystems to adapt naturally                                   nature or ecosystems, but not to protected areas, and that the country received",27
2404,"to climate change, to ensure that food production is not threatened, and to enable                                  partial (half) credit for the question. The total number of credits earned for",27
2405,economic development to proceed in a sustainable manner.” (United Nations)                                          all five questions appears in last column in the table. Data on the percentage,27
2406,of national territory under protection comes from the United Nations,27
2407,"Environment World Conservation Monitoring Centre (as of February 2019),",27
2408,www.protectedplanet.net (20). KEY:,27
2409,,27
2410,1. Does the NDC mention protected areas                     4. Does the NDC mention utilizing protected,27
2411,explicitly? areas to deliver carbon sequestration or,27
2412,● = explicitly mentions protected or other conserved        avoided emissions benefits? areas (full credit)                                         ● = specifically mentions the mitigation benefits,27
2413,that protected areas and other conserved areas can,27
2414,2. Does NDC call for the establishment of new               provide through carbon sequestration and/or avoided,27
2415,or expansion of existing protected or other                 emissions (full credit),27
2416,conserved areas? ● = mentions mitigation benefits from nature or,27
2417,"● = explicitly mentions adding new protected areas or       natural areas, but not in the context of protected areas",27
2418,expanding current protected areas (full credit)             (partial credit),27
2419,,27
2420,"● = includes plans to increase forest cover, plant trees,",27
2421,or expand natural areas but does not go as far as           5. Does the NDC indicate plans to use climate,27
2422,designating new protected areas (partial credit)            risk information and climate adaptive measures,27
2423,to manage protected and other conserved,27
2424,areas? 3. Does the NDC mention utilizing protected,27
2425,areas to help people adapt to climate change                ● = specifically mentions plans to use climate risk,27
2426,(also known as ecosystem-based adaptation or                information and climate adaptive measures to manage,27
2427,EbA). protected areas and other conserved areas (full credit),27
2428,,27
2429,● = includes explicit plans to utilize protected and        ● = mentions plans to use climate risk information and,27
2430,other conserved areas to help people adapt to climate       other climate adaptive measures to manage natural,27
2431,"change (full credit)                                        systems, but does not specify protected areas (partial",27
2432,credit),27
2433,● = includes plans to use nature to help people adapt to,27
2434,"climate change (EbA), but doesn’t specifically mention",27
2435,using protected areas (partial credit),27
2436,,27
2437,30                                                                                                                                                                                                                     31,27
2438,APPENDIX 1,27
2439,,27
2440,,27
2441,,27
2442,percentage               1. 2. 3. 4. 5. Total                        percentage               1. 2. 3. 4. 5. Total,27
2443,of national           explicit     new or      adaptation     climate      managing      number                        of national           explicit     new or      adaptation     climate      managing      number,27
2444,territory         reference to   expanded    benefits for    change       protected       of                           territory         reference to   expanded    benefits for    change       protected       of,27
2445,under            protected     protected   people from    mitigation     areas for    credits                          under            protected     protected   people from    mitigation     areas for    credits,27
2446,COUNTRY         protection             areas        areas       protected     benefits       climate     earned    COUNTRY             protection             areas        areas       protected     benefits       climate     earned,27
2447,(% terrestrial |                                  areas        from       change risks                                 (% terrestrial |                                  areas        from       change risks,27
2448,% marine)                                                  protected                                                   % marine)                                                  protected,27
2449,areas                                                                                                                  areas,27
2450,,27
2451,Afghanistan        0.0 | n/a           ●                                        ●                          1.5     Cambodia              26.0 | 0.0           ●            ●             ●                           ●            3.5,27
2452,,27
2453,Albania           18.0 | 3.0                                                                                0      Cameroon              11.0 | 3.0           ●                                        ●             ●             2,27
2454,,27
2455,Algeria            7.0 | 0.0                                      ●                                        0.5     Canada                10.0 | 3.0                                                    ●                           1,27
2456,,27
2457,Andorra           27.0 | n/a                                                                                0      Central African,27
2458,Republic,27
2459,18.0 | n.a. ●                                        ●                          1.5,27
2460,Antigua and,27
2461,Barbuda,27
2462,19.0 | 0.0           ●            ●             ●             ●                           4      Chad                  22.0 | 0.0                        ●                           ●                           1,27
2463,,27
2464,Argentina          8.0 | 4.0                                      ●                                        0.5     Chile                18.0 | 29.0                                                                  ●            0.5,27
2465,,27
2466,Armenia           25.0 | n/a                                                    ●                          0.5     China                 16.0 | 5.0                        ●                           ●                           1,27
2467,,27
2468,Australia        19.0 | 41.0                                                                                0      Colombia             15.0 | 17.0           ●            ●                                         ●             3,27
2469,,27
2470,Austria (EU)      28.0 | n/a                                                                                0      Comoros               10.0 | 0.0           ●            ●                           ●                           3,27
2471,,27
2472,"Azerbaijan        10.0 | n/a                        ●                           ●                           1      Congo, Republic",27
2473,of,27
2474,41.0 | 3.0           ●            ●             ●             ●                          3.5,27
2475,Bahamas           37.0 | 8.0           ●            ●                           ●             ●             4,27
2476,Cook Islands         26.0 | 100.0                                                                               0,27
2477,Bahrain            7.0 | 1.0                                                    ●                          0.5,27
2478,Costa Rica            28.0 | 1.0           ●            ●             ●             ●                          2.5,27
2479,Bangladesh         5.0 | 5.0           ●            ●             ●             ●                          2.5,27
2480,Croatia (EU)          38.0 | 9.0                                                                                0,27
2481,Barbados           1.0 | 0.0                                                                                0,27
2482,Cuba                  17.0 | 4.0                                                                                0,27
2483,Belarus           9.0 | n.a. ●            ●                           ●                           3,27
2484,Cyprus (EU)           37.0 | 0.0                                                                                0,27
2485,Belgium (EU)     25.0 | 37.0                                                                                0,27
2486,Czech Republic,27
2487,Belize           38.0 | 10.0           ●                          ●             ●                           3      (EU),27
2488,22.0 | n.a. 0,27
2489,,27
2490,Benin             30.0 | 0.0           ●            ●                           ●                           2      Cote D’Ivoire         23.0 | 0.0           ●                                        ●                          1.5,27
2491,,27
2492,Bhutan            48.0 | n.a. ●                                        ●                          1.5     Democratic,27
2493,People’s Republic      2.0 | 0.0           ●                                                      ●            1.5,27
2494,Bolivia           31.0 | n.a. ●            ●             ●             ●                          2.5     of Korea,27
2495,,27
2496,Bosnia and,27
2497,Herzegovina,27
2498,1.0 | 0.0                                                    ●                          0.5,27
2499,Democratic,27
2500,Republic of the,27
2501,Congo,27
2502,14.0 | 0.0                        ●                           ●                           1,27
2503,,27
2504,Botswana          29.0 | n.a. 0,27
2505,Denmark (EU)         18.0 | 18.0                                                                                0,27
2506,Brazil           29.0 | 27.0           ●            ●                           ●                          2.5,27
2507,Djibouti               2.0 | 0.0                                      ●                                        0.5,27
2508,Bulgaria (EU)     41.0 | 8.0                                                                                0,27
2509,Dominica              22.0 | 0.0           ●                                        ●                           2,27
2510,Burkina Faso      15.0 | n.a. ●            ●                                                       2,27
2511,,27
2512,Burundi           8.0 | n.a. ●                           ●                           1,27
2513,Dominican,27
2514,Republic,27
2515,26.0 | 18.0           ●                          ●                                        1.5,27
2516,,27
2517,Cabo Verde         3.0 | 0.0                        ●                           ●                           1      Egypt                 13.0 | 5.0                                                                                0,27
2518,,27
2519,,27
2520,32                                                                                                                                                                                                                                             33,27
2521,APPENDIX 1,27
2522,,27
2523,,27
2524,,27
2525,percentage               1. 2. 3. 4. 5. Total                       percentage               1. 2. 3. 4. 5. Total,27
2526,of national           explicit     new or      adaptation     climate      managing      number                       of national           explicit     new or      adaptation     climate      managing      number,27
2527,territory         reference to   expanded    benefits for    change       protected       of                          territory         reference to   expanded    benefits for    change       protected       of,27
2528,under            protected     protected   people from    mitigation     areas for    credits                         under            protected     protected   people from    mitigation     areas for    credits,27
2529,COUNTRY             protection             areas        areas       protected     benefits       climate     earned    COUNTRY            protection             areas        areas       protected     benefits       climate     earned,27
2530,(% terrestrial |                                  areas        from       change risks                                (% terrestrial |                                  areas        from       change risks,27
2531,% marine)                                                  protected                                                  % marine)                                                  protected,27
2532,areas                                                                                                                 areas,27
2533,,27
2534,El Salvador            9.0 | 1.0                        ●                           ●                          1.5     Israel               20.0 | 0.0                                                                                0,27
2535,,27
2536,Eritrea                5.0 | 0.0           ●            ●                                                       2      Italy (EU)           22.0 | 9.0                                                                                0,27
2537,,27
2538,Estonia (EU)         20.0 | 19.0                                                                                0      Jamaica              16.0 | 1.0                                      ●                                        0.5,27
2539,,27
2540,Eswatini              4.0 | n.a. 0      Japan                29.0 / 8.0                                                    ●                          0.5,27
2541,,27
2542,Ethiopia              18.0 | 0.0                        ●             ●             ●             ●             2      Jordan               2.0 | 36.0           ●            ●             ●             ●             ●            3.5,27
2543,,27
2544,Equatorial Guinea     19.0 | 0.0                                                    ●                          0.5     Kazakhstan            3.0 | 1.0                                                                                0,27
2545,,27
2546,Fiji                   5.0 | 1.0                                                                                0      Kenya                12.0 | 1.0                                                                  ●            0.5,27
2547,,27
2548,Finland (EU)         15.0 | 11.0                                                                                0      Kiribati            22.0 | 12.0                                                    ●                          0.5,27
2549,,27
2550,France (EU)          26.0 | 45.0                                                                                0      Kuwait               18.0 | 1.0           ●            ●             ●                                         3,27
2551,,27
2552,Gabon                22.0 | 29.0           ●                          ●             ●                          2.5     Lao People’s,27
2553,Democratic           17.0 | n.a. ●            ●             ●             ●             ●            2.5,27
2554,Gambia                 4.0 | 0.0                                                    ●                          0.5     Republic,27
2555,,27
2556,Georgia                8.0 | 1.0           ●            ●                           ●                          2.5     Latvia (EU)         18.0 | 16.0                                                                                0,27
2557,,27
2558,Germany (EU)         38.0 | 45.0                                                                                0      Lesotho              0.0 | n.a. ●            ●                           ●                           2,27
2559,,27
2560,Ghana                 15.0 | 0.0                        ●                           ●                           1      Liberia               4.0 | 0.0                        ●                                                      0.5,27
2561,,27
2562,Greece (EU)           35.0 | 5.0                                                                                0      Liechtenstein        12.0 | n.a. 0,27
2563,,27
2564,Grenada               10.0 | 0.0           ●            ●             ●             ●                          3.5     Lithuania (EU)      17.0 | 26.0                                                                                0,27
2565,,27
2566,Guatemala             20.0 | 1.0           ●            ●                                         ●             2      Luxembourg (EU)      41.0 | n.a. 0,27
2567,,27
2568,Guinea                36.0 | 1.0           ●            ●                                                      1.5     Madagascar            6.0 | 1.0           ●            ●             ●                           ●            3.5,27
2569,,27
2570,Guinea Bissau        17.0 | 10.0           ●            ●             ●             ●                          3.5     Malawi               23.0 | n.a. ●            ●                           ●                           3,27
2571,,27
2572,Guyana                 9.0 | 0.0           ●            ●                           ●                          2.5     Malaysia             19.0 | 2.0                                                                                0,27
2573,,27
2574,Haiti                  2.0 | 0.0           ●            ●                           ●             ●            3.5     Maldives              1.0 | 0.0                                                                  ●            0.5,27
2575,,27
2576,Honduras              24.0 | 4.0                        ●                                                      0.5     Mali                 8.0 | n.a. ●            ●                           ●             ●             4,27
2577,,27
2578,Hungary (EU)          23.0 | n.a. 0      Malta (EU)           36.0 | 6.0                                                                                0,27
2579,,27
2580,Iceland               18.0 | 0.0                                                    ●                          0.5     Marshall Islands     12.0 | 0.0                                      ●             ●                           1,27
2581,,27
2582,India                  6.0 | 0.0,27
2583,●                          ●             ●                           2      Mauritania            1.0 | 4.0                                                                  ●            0.5,27
2584,,27
2585,Indonesia             12.0 | 3.0                                      ●             ●                           1      Mauritius             5.0 | 0.0           ●            ●                                                       2,27
2586,,27
2587,Ireland (EU)          14.0 | 2.0                                                                                0      Mexico              14.0 | 22.0           ●            ●                           ●             ●             3,27
2588,,27
2589,,27
2590,,27
2591,,27
2592,34                                                                                                                                                                                                                                                35,27
2593,APPENDIX 1,27
2594,,27
2595,,27
2596,,27
2597,percentage               1. 2. 3. 4. 5. Total                          percentage               1. 2. 3. 4. 5. Total,27
2598,of national           explicit     new or      adaptation     climate      managing      number                          of national           explicit     new or      adaptation     climate      managing      number,27
2599,territory         reference to   expanded    benefits for    change       protected       of                             territory         reference to   expanded    benefits for    change       protected       of,27
2600,under            protected     protected   people from    mitigation     areas for    credits                            under            protected     protected   people from    mitigation     areas for    credits,27
2601,COUNTRY            protection             areas        areas       protected     benefits       climate     earned    COUNTRY               protection             areas        areas       protected     benefits       climate     earned,27
2602,(% terrestrial |                                  areas        from       change risks                                   (% terrestrial |                                  areas        from       change risks,27
2603,% marine)                                                  protected                                                     % marine)                                                  protected,27
2604,areas                                                                                                                    areas,27
2605,,27
2606,Micronesia           37.0 | 3.0                                                                                0      Republic of Korea       12.0 | 2.0                                                                                0,27
