,Source,Content
17989,WB-2016-9.txt," If we plot the poverty exposure bias against a country's average annual temperature from 1961 to 1999 (to represent average climate), we find that hotter countries have a higher exposure bias (figure 3"
17990,WB-2016-9.txt,"1, panel a)"
17991,WB-2016-9.txt," At the same time, cooler countries exhibit a smaller bias, and in some cool countries, a negative bias"
17992,WB-2016-9.txt," This occurs because, in these cool countries, nonpoor people tend to settle in areas with higher temperatures because they are climatically more desirable"
17993,WB-2016-9.txt,"
The results for temperature suggest a sorting of the population into desirable and lessdesirable areas within a country, with wealthier households typically living in desirable areas and poorer households in less-desirable ones"
17994,WB-2016-9.txt," This is investigated in Nigeria, one of the hottest countries in our sample"
17995,WB-2016-9.txt, We run a regression to estimate a household's wealth index conditional on the hottest monthly temperature a household experiences
17996,WB-2016-9.txt," Including socioeconomic and climatic controls, we find a clear signal that poorer households within Nigeria tend to live in hotter (less desirable) areas (figure 3"
17997,WB-2016-9.txt,"1, panel b)"
17998,WB-2016-9.txt,"
One problem with studies of exposure at the national scale is that they may miss

important mechanisms and small-scale differences, from one block to the next"
17999,WB-2016-9.txt," Another way to examine whether poor people are more exposed to natural hazards is through in-depth case studies of actual past events, analyzing household survey data"
18000,WB-2016-9.txt," While many studies of disaster impacts are available, only a few look at the exposure of poor and nonpoor people separately"
18001,WB-2016-9.txt, We provide the first systematic review of their findings
18002,WB-2016-9.txt,"
At the local scale, poor people seem much more likely to be affected by natural hazards"
18003,WB-2016-9.txt," In Bangladesh, after Cyclone Aila hit in 2009, a postdisaster survey of 12 villages on the southwest coast finds that 25 percent of poor households in these villages were exposed to the cyclone while only 14 percent of nonpoor households were (Akter and Mallick 2013)"
18004,WB-2016-9.txt," In Vietnam, a similar pattern emerges for the Mekong Delta: 38 percent of the region's poor but only 29 percent of the region's nonpoor live in frequently flooded areas (Nguyen 2011)"
18005,WB-2016-9.txt,"
However, this pattern is not universal"
18006,WB-2016-9.txt, A postdisaster survey after the 1998 Great Flood in Bangladesh finds similar exposure: 75 percent of poor people and 71 percent of nonpoor people were affected (del Ninno et al
18007,WB-2016-9.txt," After the 2011 floods in Kenya, almost everyone in the Bunyala District was affected (Opondo 2013)"
18008,WB-2016-9.txt," In the Middle East and North Africa, a study of five countries finds that the percentage of households reporting being affected by a disaster in the last five years is high at 90 percent, but does not vary based on poverty status (Wodon et al"
18009,WB-2016-9.txt," And in at least one documented case, poor people were less exposed: after Hurricane Mitch struck Honduras in 1998, more than 50 percent of nonpoor households were affected, but only 22 percent of poor households were (Carter et al"
18010,WB-2016-9.txt,"
Our conclusion is that most studies find that poor people are more exposed (figure 3"
18011,WB-2016-9.txt," However, the relationship between poverty and disaster exposure is context specific and depends on the type of hazard, local geography, institutions, and other mechanisms"
18012,WB-2016-9.txt,"

9 0  S H O C K W A V E S MAP 3"
18013,WB-2016-9.txt,"4 Sub-Saharan Africa's and Asia's poor tend to be more exposed to droughts than the nonpoor (Poverty exposure bias for droughts at national level)
Source: World Bank (IBRD 41906, September 2015) based on Winsemius et al"
18014,WB-2016-9.txt,", forthcoming"
18015,WB-2016-9.txt, Note: Exposure was calculated for the 100-year return period (results similar for other return period events for droughts)
18016,WB-2016-9.txt,"
MAP 3"
18017,WB-2016-9.txt,"5 Poor people in most countries are more exposed to higher temperatures than nonpoor people
Source: World Bank (IBRD 41907, September 2015) based on Park et al"
18018,WB-2016-9.txt,", forthcoming"
18019,WB-2016-9.txt,"

T hreat M u ltiplier : C limate C hange , D isasters , and P oor P eople 9 1
Poor people lose relatively more to disasters when affected
Poor people are often--but not always-- more exposed to natural hazards"
18020,WB-2016-9.txt," But what about vulnerability? Do poor people lose more as a result of a disaster?
Answering these questions is challenging because of data limitations"
18021,WB-2016-9.txt," While global data are sufficient for examining exposure, they cannot provide an estimate of vulnerability since that also depends on asset portfolios and livelihoods"
18022,WB-2016-9.txt," However, out of the 13 local case studies that examine exposure to a disaster by poverty status, five (on Bangladesh, Honduras, and Mumbai) also examine losses for poor and nonpoor people separately (calculated as income losses, asset losses, or both) and provide insight on the difference in vulnerability"
18023,WB-2016-9.txt,"
The results show that in absolute terms, wealthier people lose a larger amount of assets or income because of a flood or storm, which is expected as they have more assets and higher incomes"
18024,WB-2016-9.txt," But in relative terms, poor people always lose more than nonpoor people from floods and storms (figure 3"
18025,WB-2016-9.txt," It is these relative losses, rather than absolute numbers, that matter more for livelihoods and welfare"
18026,WB-2016-9.txt,"
In Bangladesh, one study surveyed 700 floodplain residents living without protection along the Meghna River (Brouwer et al"
18027,WB-2016-9.txt, The authors collected data on the average flood damage experienced because of floods for households above and below the poverty line
18028,WB-2016-9.txt," In absolute terms, households above the poverty line lost more: $240 per year, compared to $191 for those below the line"
18029,WB-2016-9.txt," However, poor people lost much more in relative terms: 42 percent of household income compared to 17 percent for nonpoor people"
18030,WB-2016-9.txt,"
In Honduras, following Hurricane Mitch in 1998, a study investigated losses across wealth quartiles based on a survey of 850 rural households (Carter et al"
18031,WB-2016-9.txt," Affected households in the bottom quartile lost nearly three times as much in relative terms as other households: 31 percent of their assets for

9 2  S H O C K W A V E S

FIGURE 3"
18032,WB-2016-9.txt,"1 Poor people in hotter countries--like Nigeria--live in hotter areas, but in cooler countries, less so
a"
18033,WB-2016-9.txt," Poor people in hotter countries live in hotter areas, but in cooler countries less so

Poverty exposure bias for temperature

1"
18034,WB-2016-9.txt,5 1
18035,WB-2016-9.txt,0 0
18036,WB-2016-9.txt,"5
0 ­0"
18037,WB-2016-9.txt,5 ­1
18038,WB-2016-9.txt,"0
0
70

10

20

30

Annual monthly temperature, 1961­99 (°C)

b"
18039,WB-2016-9.txt," Nigeria is a good example

reconstructing their homes (Patankar and Patwardhan, forthcoming)"
18040,WB-2016-9.txt," A survey of 1,168 households shows that, while nonpoor people had higher absolute losses, poor people lost more as a percentage of income, across all three loss categories (table 3"
18041,WB-2016-9.txt," When combining income, asset, and repairs, the total losses from the event reached 85 percent of the average annual income of the poorest people"
18042,WB-2016-9.txt, These impacts obstructed the ability of households to recover in the aftermath-- not least because the loss of assets meant many poor households found themselves unable to borrow or repay previous loans (Rentschler 2013)
18043,WB-2016-9.txt,"
Why is it that poor people lose relatively more? For asset loss, poor people hold lower-quality assets and keep the assets in a more vulnerable form"
18044,WB-2016-9.txt," For income loss, poor people tend to be more dependent on lower- quality infrastructure and natural capital to earn an income"
18045,WB-2016-9.txt," They also are vulnerable to food price rises, and women and children are especially vulnerable to health impacts"
18046,WB-2016-9.txt, We review each in turn
18047,WB-2016-9.txt,"

Household wealth index

60

50

40

30

28

30

32

34

Hottest month temperature experienced by household (°C)

Source: Park et al"
18048,WB-2016-9.txt, forthcoming; World Bank 2015b
18049,WB-2016-9.txt, Note: Panel a plots country-level poverty exposure bias for temperatures against each country's current climate
18050,WB-2016-9.txt, Panel b plots household-level wealth and temperature within a country--Nigeria
18051,WB-2016-9.txt,"

the poor compared to 11 percent for the nonpoor"
18052,WB-2016-9.txt,"
In Mumbai, the 2005 floods not only caused direct losses to households' assets but also meant that the inhabitants lost income and spent large amounts on repairing or

Poor people hold more vulnerable and lower-quality assets
The typical asset portfolio of a poor and a nonpoor person are very different"
18053,WB-2016-9.txt," Poor people tend to have less diversified portfolios: they hold a larger percentage of their assets in material form and save ""in kind"
18054,WB-2016-9.txt,""" The first ""savings"" of poor urban dwellers are often through investments in their home, which are very vulnerable to floods (Moser 2007), while many rural poor use livestock as savings in spite of their vulnerability to droughts (Nkedianye et al"
18055,WB-2016-9.txt," Nonpoor people, with higher financial access, are able to spatially diversify and save in financial institutions, and their savings are thus better protected from natural hazards"
18056,WB-2016-9.txt,"
In addition, the quality of assets owned by poor people is lower"
18057,WB-2016-9.txt, Take for instance housing stock
18058,WB-2016-9.txt," Households living in slums or informal settlements made out of wood,

T hreat M u ltiplier : C limate C hange , D isasters , and P oor P eople 9 3

bamboo, and mud on steep slopes will suffer more damage compared to individuals in housing made out of stone or brick"
18059,WB-2016-9.txt," In coastal communities in southwest Bangladesh, following Cyclone Aila, 76 percent of households in ""kacha"" houses (traditional homes built with mud and bamboo) reported structural damage--far above the 47 percent for those in ""pucca"" houses (built with concrete and wood)"
18060,WB-2016-9.txt," In terms of economic damage, the average for kacha houses, $400, was also well above the $133 for pucca ones"
18061,WB-2016-9.txt," Further, households in kacha houses were significantly more likely to experience fatality or physical injury--on average, 0"
18062,WB-2016-9.txt,"28 people per kacha house were injured or killed from the cyclone, compared to 0"
18063,WB-2016-9.txt,13 per pucca house
18064,WB-2016-9.txt,"
Poor people depend on fragile infrastructure and are not well protected
Besides private income and asset losses, natural disasters cause significant disruption to public infrastructure"
18065,WB-2016-9.txt," While all people, to some extent, depend on electricity, working roads, and running water to earn a living, poor people tend to be less able to protect themselves from the consequences of disruptions in infrastructure services"
18066,WB-2016-9.txt," And poor people often rely on more fragile or undermaintained infrastructure--such as unpaved roads that are impractical during the rainy season, or drainage systems that are insufficient or clogged by solid waste"
18067,WB-2016-9.txt,"
Another important issue is how infrastructure investments are distributed spatially (Fay 2005; Olsson et al"
18068,WB-2016-9.txt, 2014; Tschakert 2007)
18069,WB-2016-9.txt," Too often, investments are directed toward relatively wealthier places, at the expense of poorer neighborhoods"
18070,WB-2016-9.txt, This effect can amplify the exposure gap between poor and nonpoor households and generate pockets of high risk
18071,WB-2016-9.txt," Progress along this dimension requires appropriate governance mechanisms, including giving poor people a voice in investment decision-m aking processes (chapter 5)"
18072,WB-2016-9.txt," Poor households

FIGURE 3"
18073,WB-2016-9.txt,"2 When disasters hit in the past, poor people were more likely to be affected (Percentage of poor and nonpoor people affected by a disaster)

Exposure

Surveyed households affected by natural disaster (% of total)

100

80

60

40

20

0 BangladBeasnhg, l1adeshG,u2atemalaGuyana

HaHitoi nduraMsidKdelenNyEoaartsht aAnfrdicMa umbai NSeapnaSlalvaTdegour cigalpaVietnam

Poor Nonpoor

Source: Based on del Ninno et al"
18074,WB-2016-9.txt, 2001 for Bangladesh (1) and Akter and Mallick 2013 for Bangladesh (2); Tesliuc and Lindert 2003 for Guatemala; Pelling 1997 for Guyana; Fuchs 2014 for Haiti; Carter et al
18075,WB-2016-9.txt, 2007 for Honduras; Opondo 2013 for Kenya; Wodon et al
18076,WB-2016-9.txt, 2014 for MENA; Baker et al
18077,WB-2016-9.txt, 2005 and Ranger et al
18078,WB-2016-9.txt, 2011 for Mumbai; Gentle et al
18079,WB-2016-9.txt, 2014 for Nepal; Fay 2005 for San Salvador and Tegucigalpa; and Nguyen 2011 for Vietnam
18080,WB-2016-9.txt," Note: Each study has a different definition of ""poor"" and ""nonpoor"" people; further, exposure differs based on the type of hazard and context in which it occurs"
18081,WB-2016-9.txt,"

FIGURE 3"
18082,WB-2016-9.txt,"3 Poor people always lose relatively more than nonpoor people (Percentage of assets or income lost for poor and nonpoor people after a disaster)

Assets or income lost for affected households (% of annual income)

Vulnerability 100 80

60

40

20

0 Bangladesh, 1

Bangladesh, 2

Bangladesh, 3

Honduras

Poor Nonpoor

Mumbai

Sources: del Ninno et al"
18083,WB-2016-9.txt, 2001 for Bangladesh (1); Brouwer et al
18084,WB-2016-9.txt," 2007 for Bangladesh (2); Rabbani, Rahman, and Mainuddin 2013 for Bangladesh (3); Carter et al"
18085,WB-2016-9.txt," 2007 for Honduras; and Patankar and Patwardhan, forthcoming, for Mumbai"
18086,WB-2016-9.txt," Note: Each study has a different definition of ""poor"" and ""nonpoor"" in its sample"
18087,WB-2016-9.txt," Vulnerability depends on the type of hazard and context in which it occurs; even within the same country (Bangladesh), vulnerability measures vary greatly based on location and severity of flooding"
18088,WB-2016-9.txt," The first three studies use percent of income loss as a metric, while the Honduras case uses asset loss and the Mumbai case uses asset, income, and repair loss"
18089,WB-2016-9.txt," For Honduras, the graph reflects asset losses relative to total assets"
18090,WB-2016-9.txt,"

9 4  S H O C K W A V E S

TABLE 3"
18091,WB-2016-9.txt,"1 Poor people in Mumbai suffered higher relative losses from the 2005 floods

Average annual income (Rs"
18092,WB-2016-9.txt,") < 60,000 120,000 270,000 450,000 > 540,000

Number of households
192 806 124
15 10

Total loss (Rs"
18093,WB-2016-9.txt,") 51,000 62,000 83,000
143,000 104,000

Income loss
16 10 6 3 8

Asset loss

Repair loss

as a % of yearly income

29

40

20

22

13

12

7

21

4

8

Total loss
85 52 31 32 19

Source: World Bank calculation based on Patankar and Patwardhan, forthcoming"
18094,WB-2016-9.txt," Around the time of the flood, 50 Rupees was equivalent to about US$1"
18095,WB-2016-9.txt, Numbers rounded for clarity
18096,WB-2016-9.txt,"

sometimes spend a lot of time and effort lobbying local authorities to invest in their communities to provide basic infrastructure (such as roads, piped water, and sanitation) (Moser 2007, 85)"
18097,WB-2016-9.txt," Nevertheless, households with little social capital will be unable to ""invest"" in public goods and improve their quality of life"
18098,WB-2016-9.txt,"
In Mumbai, impacts from a lack of appropriate infrastructure can be pervasive (Patankar, forthcoming) (box 3"
18099,WB-2016-9.txt," Many low-lying and reclaimed areas across the city get flooded, especially when heavy rains combine with high tide or storm surges, with the added difficulties due to unsanitary methods of solid waste and sewage disposal and problems with the drainage systems"
18100,WB-2016-9.txt," After flooding, more than 75 percent of surveyed households report electrical disruptions, a lack of local transport and clean drinking water, and sewage and garbage in their homes--all of which magnified the impacts of floods (Patankar and Patwardhan, forthcoming)"
18101,WB-2016-9.txt," Although many people were affected, poor people were the ones with fewer options to cope with infrastructure damage"
18102,WB-2016-9.txt,"
Many poor people depend on agricultural and ecosystem incomes that are particularly vulnerable to hazards
Another source of vulnerability is the reliance on agricultural and ecosystem incomes"
18103,WB-2016-9.txt,"

Chapter 2 discussed the fact that poor people, especially in rural areas without functioning markets, are highly dependent on agricultural income and ecosystems, and are therefore vulnerable to the impacts of climate change on yields and ecosystems' health and functioning"
18104,WB-2016-9.txt, Here we focus on how this dependency translates into a higher vulnerability to natural hazards
18105,WB-2016-9.txt,"
Large-scale events can wreak havoc on natural capital"
18106,WB-2016-9.txt," In 2008, Cyclone Nargis hit southwest Myanmar, killing an estimated 140,000 people, and recovery is still far from complete (World Bank 2015c)"
18107,WB-2016-9.txt," A major reason is the damage to embankments and streams from the cyclone, which resulted in a reinforcing chain of events for affected farmers"
18108,WB-2016-9.txt, Erosion and destroyed embankments made fields more prone to flooding
18109,WB-2016-9.txt," Further, the duration of daily and monthly tides became longer after Nargis, making fields more saline and prone to pest infestation"
18110,WB-2016-9.txt," Without funds for repair, affected farming villages became more prone to these external events--flooding, saline intrusion, and pest infestation"
18111,WB-2016-9.txt," As a result, yields decreased, as did income"
18112,WB-2016-9.txt, Households have attempted to borrow money but this has led only to more indebtedness
18113,WB-2016-9.txt,"
Furthermore, natural capital often serves as a safety net after a disaster, when not depleted (Barbier 2010)"
18114,WB-2016-9.txt," In Bangladesh after Cyclone Aila hit in 2009, households living closest to the coast, while more exposed and vulnerable to the storm (and poorer), had a

T hreat M u ltiplier : C limate C hange , D isasters , and P oor P eople 9 5

BOX 3"
18115,WB-2016-9.txt,"4 Hidden costs of recurrent hazards for poor people in Mumbai and Ho Chi Minh City

Large-scale events make the news, but repeated small adverse events such as regular floods often have serious implications for poor people, affecting their livelihoods and their ability to accumulate assets"
18116,WB-2016-9.txt," To get a better sense of the ""hidden costs"" of such events, take the following two cases"
18117,WB-2016-9.txt,"
Recurrent floods in Mumbai"
18118,WB-2016-9.txt," Mumbai is prone to recurrent floods during the monsoon season, with significant impacts on poor people (see a background paper for this report, Patankar, forthcoming)"
18119,WB-2016-9.txt," Based on the experience of recurrent floods, the authorities have identified 40 chronic flood spots (low-lying areas) and 200 localized flood spots (where waterlogging is due to inadequate drainage and poor land use planning)"
18120,WB-2016-9.txt," When we combined this spatial data with land use maps (Planning Department 2015), we found that land use in the flood-prone wards suggests an unplanned mix of residential, commercial, and industrial activities coexisting without clear zoning"
18121,WB-2016-9.txt," As a result, recurrent floods expose a large number of residents, including those in the many low-income slum settlements, who report floodwaters entering their houses many times during the monsoon season"
18122,WB-2016-9.txt,"
A survey of 200 households yields two key insights"
18123,WB-2016-9.txt," First, households regularly report problems with transport, drinking water, power supply, and food and fuel availability because of the floods"
18124,WB-2016-9.txt,"

One implication is that households lose workdays: on average 2"
18125,WB-2016-9.txt,5 per year because of poor infrastructure (more than 50 percent cite unavailability of transport or flooded roads)--implying a loss of income and productivity and sometimes jobs
18126,WB-2016-9.txt," Second, almost 40 percent of households report someone in the family experienced health impacts from diarrhea yearly due to floods, with this figure rising to 64 percent for malaria and 86 percent for viral fever"
18127,WB-2016-9.txt," Between 2001 and 2011, the number of reported cases of malaria has increased by 217 percent, mainly due to lack of sanitation in slums and water accumulation during the monsoon season (Public Health Department 2015)"
18128,WB-2016-9.txt,"
Recurrent floods in Ho Chi Minh City"
18129,WB-2016-9.txt, A survey of three flood-prone districts in Ho Chi Minh City finds health impacts to be pervasive (World Bank and Australian AID 2014)
18130,WB-2016-9.txt," Regular floods in a heavily polluted environment have led to many a ilments-- including skin and intestinal diseases, rheumatism, bronchitis, and chronic coughing, especially among children under five"
18131,WB-2016-9.txt," Every year, more than twothirds report that they are suffering from health issues, with more than half suffering from a waterborne (55 percent) or respiratory disease (52 percent) directly related to local flood conditions"
18132,WB-2016-9.txt," These impacts also take a significant toll on employment and income, especially for poor people (table B3"
18133,WB-2016-9.txt,"

TABLE B3"
18134,WB-2016-9.txt,"1 The health of Ho Chi Minh City's poor is especially vulnerable to flood impacts

Indicator % households whose health was affected % households whose employment was affected % households whose income was affected

Total 68 58 44

Poor (n = 36) 86 69 67

Source: Based on World Bank and Australian Agency for International Development 2014"
18135,WB-2016-9.txt,"

Nonpoor (n = 210) 64 56 40

more resilient income because the proximity to mangrove reserves offered higher incomegeneration opportunities than for inland inhabitants (Akter and Mallick 2013)"
18136,WB-2016-9.txt," As stressed in chapter 2 and in a background

paper for this report (Noack et al"
18137,WB-2016-9.txt,", forthcoming), climate change impacts on these ecosystems may impair their ability to serve as a safety net and to smooth consumption in the face of shocks"
18138,WB-2016-9.txt,"

9 6  S H O C K W A V E S

Poor people are more vulnerable to rising food prices after a disaster
Another point that was made in chapter 2 is that poor people in developing countries spend on average between 40 and 60 percent of their household budget on food--far more than the 25 percent spent by nonpoor people"
18139,WB-2016-9.txt," This makes them more vulnerable than the rest of the population to increases in food prices (although net food producers could gain, if they can maintain their production level)"
18140,WB-2016-9.txt," Here, we show that this vulnerability matters in postdisaster situations"
18141,WB-2016-9.txt,"
After tropical Storm Agatha struck Guatemala in 2010, per capita consumption fell 13 percent, raising poverty by 18 percent; in particular, food expenditures fell 10 percent, accounting for 40 percent of the total consumption drop (Baez et al"
18142,WB-2016-9.txt," This stemmed from a major loss in food infrastructure and transport, resulting in a 17 p ercent increase in food prices 10 months after the storm"
18143,WB-2016-9.txt," Agatha thus caused a logistical problem rather than a decline in domestic production, since it occurred in the middle of the first planting season, at a benign time with respect to local agricultural cycles"
18144,WB-2016-9.txt,"
Natural disasters can also result in food price spikes as a result of supply shocks"
18145,WB-2016-9.txt," Disasters can destroy crops and seed reserves, destroying productive assets in agricultural communities and sparking food price shocks, as occurred after the unprecedented 2010 floods in Pakistan (Cheema et al"
18146,WB-2016-9.txt, The floods destroyed 2
18147,WB-2016-9.txt,"1 million hectares of

agricultural land, decimating production and sending prices of wheat upward of 50 percent above the preflood level"
18148,WB-2016-9.txt,"
How does poverty fit into the picture? In Bangladesh, after the 1998 Great Flood, a study shows that consumption levels differed based on exposure and poverty status (del Ninno et al"
18149,WB-2016-9.txt," There was no difference in calorie consumption between exposed and nonexposed households in the top quintile, but in the bottom quintile the difference was 11 percent"
18150,WB-2016-9.txt," For those exposed, bottom- quintile households on average consumed 1,400 calories per capita, and 80 percent fell below the minimum daily caloric requirement of 1,800; however, the average calories consumed for exposed top-quintile households remained above 3,000"
18151,WB-2016-9.txt," In addition, two-thirds of bottom-quintile households spent more than 70 percent of their budget on food"
18152,WB-2016-9.txt," As a result, 48 percent of the households in the poorest quintile were deemed food insecure after the flood, compared to an average of 16 percent across all quintiles (table 3"
18153,WB-2016-9.txt,"
Children are particularly vulnerable to indirect impacts through health and education
Building human capital through better health and education is a vital component of escaping poverty, but natural disasters can worsen health and education outcomes, especially for children (chapter 1)"
18154,WB-2016-9.txt,"

TABLE 3"
18155,WB-2016-9.txt,"2 Bangladesh's poor became food-insecure after the 1998 Great Flood (Percentage of affected households reporting food security impacts by expenditure quintile)

Spending more than 70% on food Below minimum caloric requirement Food insecure
Source: del Ninno et al"
18156,WB-2016-9.txt, Note: Numbers rounded for clarity
18157,WB-2016-9.txt,"

Quintiles

Poorest

Q2

Q3

Q4

Richest

All

66

59

66

51

0"
18158,WB-2016-9.txt,"4

49

80

50

25

13

0"
18159,WB-2016-9.txt,"1

35

48

17

9

0

0"
18160,WB-2016-9.txt,"9

16

T hreat M u ltiplier : C limate C hange , D isasters , and P oor P eople 9 7

There are acute health effects on children from the direct impact of disasters and lower postdisaster consumption, especially after droughts"
18161,WB-2016-9.txt," In Ho Chi Minh City, in the Thanh Xuan Ward of District 12, a majority of children experience fevers, coughing, and flu during a high-tide period (World Bank and Australian AID 2014; and box 3"
18162,WB-2016-9.txt," Following weather shocks in Sub-Saharan Africa, asset-poor households provide children with lower-quality nutrition and are less likely to take sick children for medical consultations, with long-term impacts on child development and prospects (Alderman, Hoddinott, and Kinsey 2006; Dercon and Porter 2014; Jensen 2000; Yamano, Alderman, and Christiaensen 2005)"
18163,WB-2016-9.txt,"
Impacts on education are also prevalent"
18164,WB-2016-9.txt," In Africa, children affected by droughts are less likely to complete primary school (Alderman, Hoddinott, and Kinsey 2006; Dercon and Porter 2014), and similar impacts have been found in Asia, Latin America, and elsewhere (Baez, de la Fuente, and Santos 2010; Maccini and Yang 2009)"
18165,WB-2016-9.txt,"
Moreover, women are particularly vulnerable as they often take greater responsibility for household chores, increasing their hardships during floods"
18166,WB-2016-9.txt," This is in addition to time taken off work (sometimes for a couple of months) to care for children who become sick because of living in flood conditions, which can be especially punitive for factory workers"
18167,WB-2016-9.txt," Women also spend more time at home to clean after a flood, making them more likely to contract waterborne diseases"
18168,WB-2016-9.txt,"
The reasons why poor people are more at risk point to possible policy solutions
So, if poor people are disproportionately affected by disasters--and here the evidence is compelling--what can be done to make them less exposed or vulnerable? This section builds on the insights of the previous one to identify six examples of policies that

could improve the resilience of poor people"
18169,WB-2016-9.txt," The benefits of these actions could be significant, even without man-made climate change"
18170,WB-2016-9.txt," An increase in the frequency or intensity of natural hazards due to climate change would make these benefits even larger, provided that policies and measures are designed to account for climate change and the uncertainty it creates"
18171,WB-2016-9.txt,"
Risk-sensitive land use regulations: Critical but challenging to implement
A major reason why poor people often live in riskier areas is cheaper housing"
18172,WB-2016-9.txt," In Ho Chi Minh City, qualitative surveys suggest flooded areas can be much cheaper than nonflooded areas for the same quality of accommodation (World Bank and Australian AID 2014)"
18173,WB-2016-9.txt," In addition, recent experience of a flood can reduce housing prices by around 9 percent (Husby and Hofkes 2015)"
18174,WB-2016-9.txt,"1
In developing countries with informal markets, land scarcity can be particularly acute and land markets function poorly (DurandLasserve, Selod, and Durand-Lasserve 2013)"
18175,WB-2016-9.txt," In these places, it may not be the prices that push poor people into risky places, but simply the availability of land with appropriate access to jobs and services"
18176,WB-2016-9.txt," Informal settlements are often located in hazard-prone locations, such as on hill slopes, close to riverbanks, or near open drains and sewers, as in Pune, Dhaka, Caracas, Rio de Janeiro, and Mumbai (Lall and Deichmann 2012; Lall, Lundberg, and Shalizi 2008; World Bank 2007)"
18177,WB-2016-9.txt,"
Land use regulations can help by ensuring that new development occurs in places that are safe or easy and cheap to protect"
18178,WB-2016-9.txt, They can also avoid unchecked urban development that leaves too little porous green space and further increases runoff and flood risk (Lall and Deichmann 2012)
18179,WB-2016-9.txt, But doing so remains challenging for a number of reasons
18180,WB-2016-9.txt,"
First, countries need appropriate data on risk and hazard to identify places that are too risky to develop, or where development is possible provided that buildings and

9 8  S H O C K W A V E S

infrastructure are built following strict rules"
18181,WB-2016-9.txt," Unfortunately, access to risk information still varies greatly and is quite limited in lowincome environments"
18182,WB-2016-9.txt," To address this issue, the World Bank and the Global Facility for Disaster Reduction and Recovery (GFDRR) are investing in risk information"
18183,WB-2016-9.txt," The GFDRR's Open Data for Resilience Initiative supports the creation of GeoNode, a webbased open source platform that makes it easier to develop, share, manage, and publish geospatial data (www"
18184,WB-2016-9.txt," Such initiatives can make a difference locally, by making risk information freely available not only to professionals but also to the public"
18185,WB-2016-9.txt,"
Second, countries need strong institutions that can ensure that land use plans are actually enforced"
18186,WB-2016-9.txt," In most of the world today, risk-sensitive land use plans face strong political economy obstacles, and are only rarely enforced (World Bank 2013, chapter 2)"
18187,WB-2016-9.txt, One of the main obstacles is the asymmetry between the costs and benefits of risk-s ensitive land use planning
18188,WB-2016-9.txt," The costs of flood zoning are immediate, visible, and concentrated, in the form of reduced land values for landowners and higher housing costs for tenants (Viguie and Hallegatte 2012)"
18189,WB-2016-9.txt," In contrast, the benefits occur through avoided losses--which nobody can see--sometimes in the future, and go to unknown people"
18190,WB-2016-9.txt," In such a context, the opponents to flood zoning are usually vocal and well organized while beneficiaries are absent, making the policies difficult to pass and enforce"
18191,WB-2016-9.txt,"
Third, countries need to design land use plans in a way that accounts for the reasons why people decide to live in risky places-- primarily, access to jobs and services"
18192,WB-2016-9.txt," When asked what it would take to consider relocating to a safer, less flood-prone area, 44 percent of households in Mumbai cited transport, along with the availability of health services, schools, and social networks (Patankar, forthcoming)"
18193,WB-2016-9.txt," In Ho Chi Minh City, local and migrant households do not have any plans to move despite high flood risk and health impacts (World Bank and Australian AID 2014)"
18194,WB-2016-9.txt," The reasons, according to most of the 246 survey respondents,

are the considerably cheaper rents in risky areas and proximity to work (usually in factories) for late return at night"
18195,WB-2016-9.txt," Thus, to be effective, flood zoning should be accompanied by investment in transport infrastructure to make it possible for people to settle in safe places while maintaining access to the same (or comparable) jobs and services"
18196,WB-2016-9.txt,"
Fourth, countries need to remember that land use regulations can have unintended consequences, particularly for poor people"
18197,WB-2016-9.txt," Restrictive flood zoning policies can increase housing costs, making it more difficult for rural poor people to move to cities and capture the opportunities of an urban life (like better-paying jobs and better health care and education)"
18198,WB-2016-9.txt, Restrictive policies can also worsen risks
18199,WB-2016-9.txt," In Mumbai, because of strict regulations, buildings have been held to between a fifth and a tenth of the number of floors allowed in other major cities (Lall and Deichmann 2012)"
18200,WB-2016-9.txt," The resulting low-rise topography contributes to land scarcity, higher housing prices, and slum formation, including in flood zones"
18201,WB-2016-9.txt,"
More resilient infrastructure and protection systems that serve poor people
Poor people suffer from frequent disasters because they lack the type of protective infrastructure that is common in wealthier countries"
18202,WB-2016-9.txt, As described in box 3
18203,WB-2016-9.txt,"2, lower protection levels are the main reason why flood risks are higher in relative terms in poor than in rich coastal cities (Hallegatte et al"
18204,WB-2016-9.txt," And the difference is even more obvious within cities: for instance, poor households are often exposed to recurrent floods because of the lack of infrastructure, or its poor condition, especially drainage systems (box 3"
18205,WB-2016-9.txt, Solving this problem requires investing more and investing better
18206,WB-2016-9.txt,"
Investing more"
18207,WB-2016-9.txt, Governments in both developed and developing countries already struggle to finance infrastructure
18208,WB-2016-9.txt," Millions of people in developing countries still lack access to safe water, improved sanitation, electricity,

T hreat M u ltiplier : C limate C hange , D isasters , and P oor P eople 9 9

and transport"
18209,WB-2016-9.txt," Even disregarding climate concerns, developing countries need substantially more infrastructure to grow and address poverty, inequality, and unemployment concerns"
18210,WB-2016-9.txt,"
Little data exist on how much is being spent on infrastructure, but the World Bank Group estimates that at least $1 trillion per year would be needed in developing countries to close the infrastructure gap, with about $100 billion for Africa alone"
18211,WB-2016-9.txt,"
This lack of infrastructure is an obvious multiplier of natural hazard consequences, and one that could be closed through increased investments"
